Feature
1,WBGene00008244
2,WBGene00010170
3,WBGene00010206
4,WBGene00017564
5,WBGene00007294
6,WBGene00044092
7,WBGene00005304
8,WBGene00000744
9,WBGene00010934
10,WBGene00194931
11,WBGene00009568
12,WBGene00005551
13,WBGene00195056
14,WBGene00005489
15,WBGene00005897
16,WBGene00011954
17,WBGene00006011
18,WBGene00010939
19,WBGene00013473
20,WBGene00016940
21,WBGene00005513
22,WBGene00044244
23,WBGene00005688
24,WBGene00020452
25,WBGene00305095
26,WBGene00010103
27,WBGene00005335
28,WBGene00003465
29,WBGene00010246
30,WBGene00012873
31,WBGene00005340
32,WBGene00138716
33,WBGene00016279
34,WBGene00006182
35,WBGene00020121
36,WBGene00005184
37,WBGene00019709
38,WBGene00005188
39,WBGene00012318
40,WBGene00022729
41,WBGene00010017
42,WBGene00019563
43,WBGene00194704
44,WBGene00009391
45,WBGene00018385
46,WBGene00005579
47,WBGene00013394
48,WBGene00044242
49,WBGene00005740
50,WBGene00010021
51,WBGene00023425
52,WBGene00044133
53,WBGene00005631
54,WBGene00008928
55,WBGene00011134
56,WBGene00020616
57,WBGene00022674
58,WBGene00021291
59,WBGene00001641
60,WBGene00003449
61,WBGene00004177
62,WBGene00011159
63,WBGene00255546
64,WBGene00005135
65,WBGene00011009
66,WBGene00019534
67,WBGene00219460
68,WBGene00007209
69,WBGene00019096
70,WBGene00005458
71,WBGene00019675
72,WBGene00007356
73,WBGene00020021
74,WBGene00010547
75,WBGene00009520
76,WBGene00005837
77,WBGene00018205
78,WBGene00008649
79,WBGene00005592
80,WBGene00012027
81,WBGene00022005
82,WBGene00012502
83,WBGene00005810
84,WBGene00005419
85,WBGene00012596
86,WBGene00044435
87,WBGene00016850
88,WBGene00044673
89,WBGene00022685
90,WBGene00018792
91,WBGene00010786
92,WBGene00044218
93,WBGene00202512
94,WBGene00021951
95,WBGene00044201
96,WBGene00006144
97,WBGene00005969
98,WBGene00008015
99,WBGene00016527
100,WBGene00009761
101,WBGene00008590
102,WBGene00015835
103,WBGene00044312
104,WBGene00009549
105,WBGene00018471
106,WBGene00009252
107,WBGene00271803
108,WBGene00016519
109,WBGene00195158
110,WBGene00012720
111,WBGene00009609
112,WBGene00010136
113,WBGene00022445
114,WBGene00020635
115,WBGene00019483
116,WBGene00235254
117,WBGene00012913
118,WBGene00022090
119,WBGene00011951
120,WBGene00305104
121,WBGene00016350
122,WBGene00008130
123,WBGene00020639
124,WBGene00008259
125,WBGene00009942
126,WBGene00006160
127,WBGene00012849
128,WBGene00305018
129,WBGene00050893
130,WBGene00009863
131,WBGene00011943
132,WBGene00005202
133,WBGene00189952
134,WBGene00044799
135,WBGene00077548
136,WBGene00009215
137,WBGene00044988
138,WBGene00018229
139,WBGene00011563
140,WBGene00022563
141,WBGene00022849
142,WBGene00219434
143,WBGene00235333
144,WBGene00019740
145,WBGene00016954
146,WBGene00010523
147,WBGene00018428
148,WBGene00194852
149,WBGene00012213
150,WBGene00005241
151,WBGene00022710
152,WBGene00014154
153,WBGene00016612
154,WBGene00013107
155,WBGene00020276
156,WBGene00018227
157,WBGene00008858
158,WBGene00007763
159,WBGene00303030
160,WBGene00022799
161,WBGene00019769
162,WBGene00017785
163,WBGene00015851
164,WBGene00019225
165,WBGene00019502
166,WBGene00019094
167,WBGene00000706
168,WBGene00019735
169,WBGene00014914
170,WBGene00219218
171,WBGene00020655
172,WBGene00022352
173,WBGene00010874
174,WBGene00007788
175,WBGene00011519
176,WBGene00021090
177,WBGene00018805
178,WBGene00015796
179,WBGene00018496
180,WBGene00000608
181,WBGene00015421
182,WBGene00005082
183,WBGene00009836
184,WBGene00000598
185,WBGene00004026
186,WBGene00219330
187,WBGene00007613
188,WBGene00010992
189,WBGene00044152
190,WBGene00005512
191,WBGene00206377
192,WBGene00044633
193,WBGene00005518
194,WBGene00219413
195,WBGene00000546
196,WBGene00043952
197,WBGene00009513
198,WBGene00006249
199,WBGene00018053
200,WBGene00008155
201,WBGene00011499
202,WBGene00007729
203,WBGene00018839
204,WBGene00017059
205,WBGene00013474
206,WBGene00018094
207,WBGene00018447
208,WBGene00271437
209,WBGene00019562
210,WBGene00005882
211,WBGene00000190
212,WBGene00015668
213,WBGene00022236
214,WBGene00007601
215,WBGene00045265
216,WBGene00006193
217,WBGene00009859
218,WBGene00018083
219,WBGene00012022
220,WBGene00011062
221,WBGene00016833
222,WBGene00006022
223,WBGene00010843
224,WBGene00015489
225,WBGene00019140
226,WBGene00006001
227,WBGene00009237
228,WBGene00005447
229,WBGene00303421
230,WBGene00206473
231,WBGene00006256
232,WBGene00020176
233,WBGene00284867
234,WBGene00012979
235,WBGene00007501
236,WBGene00044222
237,WBGene00008001
238,WBGene00006598
239,WBGene00012196
240,WBGene00013306
241,WBGene00010577
242,WBGene00006060
243,WBGene00000252
244,WBGene00008778
245,WBGene00017668
246,WBGene00008659
247,WBGene00017024
248,WBGene00010451
249,WBGene00020889
250,WBGene00271701
251,WBGene00008293
252,WBGene00015982
253,WBGene00017141
254,WBGene00020305
255,WBGene00017188
256,WBGene00005476
257,WBGene00004742
258,WBGene00015190
259,WBGene00009581
260,WBGene00018455
261,WBGene00011610
262,WBGene00015816
263,WBGene00044363
264,WBGene00015886
265,WBGene00012700
266,WBGene00271657
267,WBGene00000012
268,WBGene00001158
269,WBGene00044207
270,WBGene00012780
271,WBGene00020793
272,WBGene00268216
273,WBGene00001414
274,WBGene00012026
275,WBGene00010447
276,WBGene00044048
277,WBGene00015456
278,WBGene00022133
279,WBGene00008917
280,WBGene00018552
281,WBGene00001107
282,WBGene00020150
283,WBGene00013101
284,WBGene00255702
285,WBGene00011591
286,WBGene00000593
287,WBGene00044478
288,WBGene00077663
289,WBGene00008949
290,WBGene00302976
291,WBGene00010196
292,WBGene00007049
293,WBGene00015852
294,WBGene00020680
295,WBGene00009026
296,WBGene00005953
297,WBGene00194660
298,WBGene00012521
299,WBGene00017919
300,WBGene00008114
301,WBGene00015838
302,WBGene00044683
303,WBGene00001606
304,WBGene00007644
305,WBGene00010194
306,WBGene00008209
307,WBGene00012537
308,WBGene00005823
309,WBGene00206512
310,WBGene00005055
311,WBGene00006258
312,WBGene00006175
313,WBGene00020187
314,WBGene00015351
315,WBGene00019857
316,WBGene00005976
317,WBGene00005686
318,WBGene00008137
319,WBGene00006122
320,WBGene00011937
321,WBGene00012480
322,WBGene00010477
323,WBGene00008835
324,WBGene00020057
325,WBGene00021875
326,WBGene00021154
327,WBGene00077495
328,WBGene00001782
329,WBGene00016356
330,WBGene00006612
331,WBGene00021457
332,WBGene00044030
333,WBGene00001789
334,WBGene00021262
335,WBGene00006056
336,WBGene00007201
337,WBGene00017259
338,WBGene00019541
339,WBGene00016425
340,WBGene00016843
341,WBGene00020817
342,WBGene00043059
343,WBGene00022157
344,WBGene00022807
345,WBGene00206392
346,WBGene00017441
347,WBGene00008088
348,WBGene00001998
349,WBGene00017751
350,WBGene00013299
351,WBGene00016056
352,WBGene00008403
353,WBGene00010218
354,WBGene00019046
355,WBGene00022808
356,WBGene00045510
357,WBGene00013999
358,WBGene00005120
359,WBGene00016336
360,WBGene00011902
361,WBGene00016434
362,WBGene00007415
363,WBGene00004398
364,WBGene00017026
365,WBGene00011847
366,WBGene00009979
367,WBGene00003608
368,WBGene00194914
369,WBGene00005908
370,WBGene00019070
371,WBGene00009525
372,WBGene00008289
373,WBGene00077553
374,WBGene00013556
375,WBGene00015576
376,WBGene00008883
377,WBGene00013041
378,WBGene00003579
379,WBGene00012571
380,WBGene00303046
381,WBGene00013741
382,WBGene00021485
383,WBGene00020105
384,WBGene00050911
385,WBGene00013933
386,WBGene00002227
387,WBGene00018279
388,WBGene00021716
389,WBGene00194682
390,WBGene00016928
391,WBGene00235110
392,WBGene00017654
393,WBGene00022246
394,WBGene00009154
395,WBGene00002193
396,WBGene00019425
397,WBGene00017475
398,WBGene00206530
399,WBGene00022101
400,WBGene00219476
401,WBGene00164968
402,WBGene00013951
403,WBGene00013611
404,WBGene00021720
405,WBGene00000498
406,WBGene00005844
407,WBGene00010880
408,WBGene00018661
409,WBGene00014002
410,WBGene00014082
411,WBGene00219394
412,WBGene00003216
413,WBGene00015080
414,WBGene00020653
415,WBGene00206412
416,WBGene00018383
417,WBGene00021371
418,WBGene00019804
419,WBGene00005427
420,WBGene00013547
421,WBGene00010353
422,WBGene00018034
423,WBGene00010501
424,WBGene00008086
425,WBGene00010032
426,WBGene00009321
427,WBGene00044911
428,WBGene00013659
429,WBGene00018596
430,WBGene00009346
431,WBGene00018707
432,WBGene00008976
433,WBGene00005216
434,WBGene00017822
435,WBGene00005265
436,WBGene00269387
437,WBGene00003701
438,WBGene00044658
439,WBGene00022551
440,WBGene00013247
441,WBGene00011252
442,WBGene00005324
443,WBGene00014152
444,WBGene00013141
445,WBGene00009044
446,WBGene00006225
447,WBGene00012345
448,WBGene00005011
449,WBGene00003742
450,WBGene00009480
451,WBGene00018167
452,WBGene00044292
453,WBGene00003499
454,WBGene00001092
455,WBGene00003994
456,WBGene00009417
457,WBGene00015065
458,WBGene00044258
459,WBGene00194699
460,WBGene00019423
461,WBGene00185117
462,WBGene00015662
463,WBGene00015320
464,WBGene00011909
465,WBGene00013373
466,WBGene00012252
467,WBGene00020327
468,WBGene00015952
469,WBGene00009426
470,WBGene00006004
471,WBGene00016178
472,WBGene00009962
473,WBGene00022570
474,WBGene00015696
475,WBGene00005395
476,WBGene00013192
477,WBGene00014041
478,WBGene00001110
479,WBGene00045242
480,WBGene00010352
481,WBGene00022452
482,WBGene00013424
483,WBGene00012627
484,WBGene00050916
485,WBGene00012686
486,WBGene00013881
487,WBGene00005574
488,WBGene00003546
489,WBGene00195185
490,WBGene00000725
491,WBGene00008456
492,WBGene00006484
493,WBGene00012404
494,WBGene00008394
495,WBGene00009171
496,WBGene00017556
497,WBGene00013308
498,WBGene00003031
499,WBGene00270318
500,WBGene00015345
501,WBGene00000213
502,WBGene00010382
503,WBGene00007331
504,WBGene00219217
505,WBGene00017219
506,WBGene00009685
507,WBGene00020218
508,WBGene00194646
509,WBGene00005549
510,WBGene00007693
511,WBGene00005682
512,WBGene00019826
513,WBGene00006449
514,WBGene00194742
515,WBGene00019723
516,WBGene00006075
517,WBGene00003698
518,WBGene00014037
519,WBGene00044164
520,WBGene00008523
521,WBGene00009509
522,WBGene00015797
523,WBGene00003783
524,WBGene00015386
525,WBGene00014194
526,WBGene00012269
527,WBGene00044032
528,WBGene00022316
529,WBGene00018022
530,WBGene00011008
531,WBGene00009775
532,WBGene00021560
533,WBGene00044378
534,WBGene00016155
535,WBGene00015590
536,WBGene00018901
537,WBGene00021236
538,WBGene00015873
539,WBGene00019590
540,WBGene00011670
541,WBGene00050915
542,WBGene00010436
543,WBGene00011197
544,WBGene00010030
545,WBGene00018184
