Feature,Normalized.Dispersion
WBGene00000003,-0.4995897387017215
WBGene00000007,-0.943304030537265
WBGene00000015,-2.6641248887408544
WBGene00000022,0.5069323681743713
WBGene00000024,NaN
WBGene00000030,-0.5998015373816404
WBGene00000031,1.6885967583937784
WBGene00000054,NaN
WBGene00000055,2.4706060994084296
WBGene00000056,4.192669705908143
WBGene00000057,NaN
WBGene00000062,0.28097313299775656
WBGene00000063,12.049770335922295
WBGene00000064,6.798276239037817
WBGene00000065,9.67656163932325
WBGene00000069,2.870078640886404
WBGene00000071,0.05617837568091998
WBGene00000073,-1.1189699971271005
WBGene00000097,4.930287659064433
WBGene00000098,0.011093772879368032
WBGene00000102,1.16940869604916
WBGene00000110,-0.19842521773843477
WBGene00000111,-0.5484668137497223
WBGene00000139,1.4044171162596968
WBGene00000142,-0.8871786252677528
WBGene00000144,0.5472740398954514
WBGene00000146,1.4349302166807423
WBGene00000159,0.2494385311185235
WBGene00000168,1.237721345992134
WBGene00000172,0.48159800641027495
WBGene00000173,-0.6184916832829223
WBGene00000174,0.4099236343364968
WBGene00000200,-0.4834672512359573
WBGene00000214,0.569840156458419
WBGene00000215,1.0983812608420904
WBGene00000218,1.1825605972527686
WBGene00000219,3.4668798892749164
WBGene00000226,1.945883884678161
WBGene00000228,6.95506429583747
WBGene00000233,0.8507740880854501
WBGene00000244,4.26777879432764
WBGene00000249,0.8973211723958834
WBGene00000250,-0.3474305080468412
WBGene00000257,1.1188633071739327
WBGene00000285,-0.7187948700301263
WBGene00000298,-0.36853480966168006
WBGene00000302,-0.9322029870845789
WBGene00000373,-0.9110656073659805
WBGene00000387,1.984795373997547
WBGene00000412,2.927085257084683
WBGene00000445,8.157226483946484
WBGene00000447,13.22844609057077
WBGene00000449,35.65824109046036
WBGene00000453,24.56322956969004
WBGene00000454,5.765245589559359
WBGene00000455,19.72276749179263
WBGene00000477,-0.9849200633503941
WBGene00000478,1.4062363272161127
WBGene00000480,-0.7644408003997194
WBGene00000488,0.458012476614198
WBGene00000490,-0.11897895125849745
WBGene00000491,1.2287312746116292
WBGene00000498,1.4267931468791482
WBGene00000499,NaN
WBGene00000514,-0.7297998940739638
WBGene00000521,17.3083700317849
WBGene00000533,-0.1486726248231977
WBGene00000534,-0.5719066410136058
WBGene00000539,-1.6816438239647342
WBGene00000541,-0.08494767675568307
WBGene00000552,0.35396226795424146
WBGene00000554,-0.32035764955626017
WBGene00000556,NaN
WBGene00000557,NaN
WBGene00000562,-0.829906142228258
WBGene00000592,0.08941219869886878
WBGene00000599,5.295445210268973
WBGene00000601,4.208162882551786
WBGene00000602,2.3958760680125675
WBGene00000714,0.7889209300954206
WBGene00000715,0.9561084226683841
WBGene00000716,2.824844374708941
WBGene00000717,3.1557277950740907
WBGene00000718,2.4422371754395584
WBGene00000719,NaN
WBGene00000720,2.545352942148764
WBGene00000721,NaN
WBGene00000723,NaN
WBGene00000724,-1.6298523283523196
WBGene00000726,-1.0318504532095483
WBGene00000727,27.734654132457127
WBGene00000728,3.274734531114655
WBGene00000730,NaN
WBGene00000731,NaN
WBGene00000734,NaN
WBGene00000735,NaN
WBGene00000766,-1.1716427180144873
WBGene00000776,2.7837867193802843
WBGene00000781,-0.25651707295970355
WBGene00000783,1.0739851421350253
WBGene00000784,5.668135380504103
WBGene00000785,5.296147780518218
WBGene00000789,-0.00998372155810257
WBGene00000795,1.5762605927216047
WBGene00000802,-1.0355967874240732
WBGene00000813,0.4187739695797148
WBGene00000838,-0.5498787717968399
WBGene00000840,5.111800915455483
WBGene00000862,3.5301642623087126
WBGene00000868,1.2891749254285043
WBGene00000876,1.2636578026026228
WBGene00000877,-1.169996556952482
WBGene00000879,-0.26583996036246255
WBGene00000883,-1.0614322935964118
WBGene00000893,33.78608411399196
WBGene00000907,5.8744110370511144
WBGene00000915,-0.34428413356425286
WBGene00000936,0.1344162966164031
WBGene00000940,-0.2752586996984947
WBGene00000951,NaN
WBGene00000955,NaN
WBGene00000976,1.464455214005235
WBGene00000977,0.5987613008428838
WBGene00000978,NaN
WBGene00000979,5.109529246837223
WBGene00000980,3.891456409235555
WBGene00000981,-0.5110885047482673
WBGene00000982,-0.31325179640766093
WBGene00000983,-1.02336496382838
WBGene00000984,-0.936393709087221
WBGene00000985,-0.768101100212373
WBGene00000986,6.534554918842728
WBGene00000987,1.8738876122349146
WBGene00001021,0.5806734300371247
WBGene00001037,-0.38485619683897787
WBGene00001040,-0.05376590486943623
WBGene00001043,3.434557260257615
WBGene00001054,-0.38052518984127176
WBGene00001073,2.3943747073986024
WBGene00001080,1.0736643327244788
WBGene00001088,-1.0806578760682837
WBGene00001089,3.138382243977914
WBGene00001095,-1.3020163451003988
WBGene00001109,NaN
WBGene00001110,-0.6783781058900865
WBGene00001137,0.13068048457447437
WBGene00001150,4.941562381925269
WBGene00001152,-1.6040706539813707
WBGene00001161,-0.2722056102547127
WBGene00001170,5.173717034983659
WBGene00001171,1.914698908140378
WBGene00001172,3.3273317431612237
WBGene00001177,2.2791787565377084
WBGene00001178,0.4059850981417229
WBGene00001179,5.66473653392062
WBGene00001210,22.73164075242599
WBGene00001211,3.9936193249890946
WBGene00001233,0.4953671316803604
WBGene00001248,-0.6289301148694968
WBGene00001258,1.2411919122182542
WBGene00001303,-0.7736088065519175
WBGene00001310,-0.7737906231690508
WBGene00001311,1.1699025954223161
WBGene00001345,1.1713389542143042
WBGene00001374,0.2687575128846322
WBGene00001387,-0.16314155297855143
WBGene00001389,-0.047074233819122346
WBGene00001397,-0.7961347092795391
WBGene00001399,-1.8749312789683996
WBGene00001406,1.669254823269745
WBGene00001423,-0.5107383444862456
WBGene00001428,7.608974577688998
WBGene00001429,0.5548925135417159
WBGene00001431,-0.4306840134280859
WBGene00001449,1.1131967143983506
WBGene00001464,-0.705702168471345
WBGene00001466,-1.2512527151149138
WBGene00001475,15.462944827364641
WBGene00001479,2.730047360780831
WBGene00001480,-0.11597798001486212
WBGene00001482,-1.168274281849277
WBGene00001485,-0.11229495463613115
WBGene00001493,1.3544227709285868
WBGene00001496,-0.7054852431135391
WBGene00001500,3.540700299292037
WBGene00001506,-0.7863870131139458
WBGene00001508,0.13884779921577942
WBGene00001513,0.5010223020288065
WBGene00001519,1.4276909600863485
WBGene00001526,-0.6806544120570597
WBGene00001533,NaN
WBGene00001534,-2.429862244472738
WBGene00001547,19.43319473516358
WBGene00001552,NaN
WBGene00001553,-0.21508262272031847
WBGene00001554,-0.8237676526609126
WBGene00001563,3.3747308245688314
WBGene00001564,-0.9944330477022799
WBGene00001578,-0.6342225367225974
WBGene00001581,1.8449741305949021
WBGene00001591,-0.208028301600149
WBGene00001593,NaN
WBGene00001616,8.339566275217587
WBGene00001629,-0.31062643525445716
WBGene00001632,0.6325668092611015
WBGene00001645,-0.7941322884085137
WBGene00001646,-0.7314832730938555
WBGene00001663,-0.3260351338688847
WBGene00001664,NaN
WBGene00001665,NaN
WBGene00001670,0.33427343118481645
WBGene00001671,4.129483664349386
WBGene00001675,4.12655769092956
WBGene00001691,NaN
WBGene00001694,39.006016101762
WBGene00001695,NaN
WBGene00001697,NaN
WBGene00001698,-0.3285819245417014
WBGene00001700,NaN
WBGene00001701,18.53776877544895
WBGene00001710,78.60555522475764
WBGene00001711,24.319741903622198
WBGene00001712,-4.544062263715058
WBGene00001714,5.481964314195177
WBGene00001716,2.950376071610346
WBGene00001717,NaN
WBGene00001719,0.74283883844128
WBGene00001721,88.01003754871233
WBGene00001722,-0.1732629160641544
WBGene00001726,NaN
WBGene00001727,0.3024636769296821
WBGene00001732,NaN
WBGene00001736,NaN
WBGene00001737,NaN
WBGene00001738,NaN
WBGene00001747,-0.8625103345440012
WBGene00001758,1.2553791011260367
WBGene00001769,4.626719078966671
WBGene00001770,-0.13631722665371498
WBGene00001771,-0.27868543708137655
WBGene00001781,6.531249194697821
WBGene00001786,3.6425922434094207
WBGene00001792,-0.9616976601118934
WBGene00001808,0.8799900501765123
WBGene00001813,-1.6326785483742816
WBGene00001817,0.5939212723172786
WBGene00001829,0.28136208388124395
WBGene00001830,-1.1474475739640644
WBGene00001834,-0.47969675971692366
WBGene00001842,-0.8520766751360103
WBGene00001851,-0.03889767324456844
WBGene00001852,-0.5257833090058044
WBGene00001855,14.084441771649823
WBGene00001857,1.003726394542144
WBGene00001864,2.5422963183294125
WBGene00001874,1.043237481671199
WBGene00001875,1.9865547926476113
WBGene00001876,5.218031962678592
WBGene00001877,2.1899752217368436
WBGene00001878,2.163581137295727
WBGene00001879,3.5517679939802322
WBGene00001880,2.986015612404333
WBGene00001881,0.9305029591294715
WBGene00001882,-0.2251162383778187
WBGene00001891,-0.25686449169333264
WBGene00001892,2.756461549530882
WBGene00001909,1.3290240085679783
WBGene00001910,6.120821781032235
WBGene00001911,0.7078494579102286
WBGene00001913,0.8046387141784442
WBGene00001915,1.422960564609637
WBGene00001954,-0.5074680413100389
WBGene00001978,1.9586039302685754
WBGene00001986,3.3414744747356266
WBGene00001987,0.553485878800605
WBGene00001991,-0.15929508888806568
WBGene00002010,-0.8814831040541488
WBGene00002015,-1.305102907201241
WBGene00002016,2.1930532971850067
WBGene00002017,1.681456979456199
WBGene00002018,2.2943030168320964
WBGene00002019,1.8594541481858005
WBGene00002020,0.7248047818078244
WBGene00002021,-0.3679419270698408
WBGene00002036,1.0505917640149631
WBGene00002055,58.061759825039935
WBGene00002061,-1.0638317790760436
WBGene00002072,-0.10029737476603356
WBGene00002078,-0.9583322360291053
WBGene00002093,NaN
WBGene00002118,-0.07762577370874775
WBGene00002132,6.921701330801437
WBGene00002133,2.2088565030919716
WBGene00002148,0.889818551929402
WBGene00002215,0.81761298144597
WBGene00002241,0.6981593037432916
WBGene00002246,8.954700299411337
WBGene00002250,0.028397654843602908
WBGene00002256,-2.1647080937346224
WBGene00002259,0.6965711655637548
WBGene00002260,-0.5444932110013503
WBGene00002263,-0.41839634451320196
WBGene00002273,0.5479716202889036
WBGene00002632,0.3503104089674737
WBGene00002637,1.5378571975265045
WBGene00002985,0.05258999560709767
WBGene00003011,61.25540797834835
WBGene00003025,0.983915991428701
WBGene00003031,5.326697506765132
WBGene00003057,NaN
WBGene00003065,-1.4930025840802161
WBGene00003075,0.7304921267704466
WBGene00003079,-0.8758275237352515
WBGene00003090,1.8633460377702262
WBGene00003091,1.3192449684211167
WBGene00003092,7.635019967812294
WBGene00003096,-0.9113448340407015
WBGene00003143,35.14754042559764
WBGene00003155,-1.1103555881555855
WBGene00003159,3.6370996828495397
WBGene00003160,0.6329990714954978
