19985
WBGene00000003	aat-2	protein_coding
WBGene00000007	aat-6	protein_coding
WBGene00000014	abf-3	protein_coding
WBGene00000015	abf-4	protein_coding
WBGene00000022	abt-4	protein_coding
WBGene00000024	abu-1	protein_coding
WBGene00000027	abu-4	protein_coding
WBGene00000029	abu-6	protein_coding
WBGene00000030	abu-7	protein_coding
WBGene00000031	abu-8	protein_coding
WBGene00000054	acr-15	protein_coding
WBGene00000055	acr-16	protein_coding
WBGene00000056	acr-17	protein_coding
WBGene00000057	acr-18	protein_coding
WBGene00000062	acr-23	protein_coding
WBGene00000063	act-1	protein_coding
WBGene00000064	act-2	protein_coding
WBGene00000065	act-3	protein_coding
WBGene00000069	acy-2	protein_coding
WBGene00000071	acy-4	protein_coding
WBGene00000073	add-2	protein_coding
WBGene00000097	aip-1	protein_coding
WBGene00000098	air-1	protein_coding
WBGene00000102	akt-1	protein_coding
WBGene00000108	alh-2	protein_coding
WBGene00000110	alh-4	protein_coding
WBGene00000111	alh-5	protein_coding
WBGene00000139	amx-3	protein_coding
WBGene00000142	aos-1	protein_coding
WBGene00000144	apc-10	protein_coding
WBGene00000146	ape-1	protein_coding
WBGene00000159	aps-1	protein_coding
WBGene00000168	apx-1	protein_coding
WBGene00000172	aqp-4	protein_coding
WBGene00000173	aqp-5	protein_coding
WBGene00000174	aqp-6	protein_coding
WBGene00000200	arx-2	protein_coding
WBGene00000214	asp-1	protein_coding
WBGene00000215	asp-2	protein_coding
WBGene00000218	asp-5	protein_coding
WBGene00000219	asp-6	protein_coding
WBGene00000226	atl-1	protein_coding
WBGene00000228	atn-1	protein_coding
WBGene00000233	avr-15	protein_coding
WBGene00000244	bbs-8	protein_coding
WBGene00000249	bir-1	protein_coding
WBGene00000250	bir-2	protein_coding
WBGene00000257	bmk-1	protein_coding
WBGene00000285	cal-1	protein_coding
WBGene00000298	cat-4	protein_coding
WBGene00000302	cav-2	protein_coding
WBGene00000373	cyp-14A5	protein_coding
WBGene00000387	cdc-25.2	protein_coding
WBGene00000412	cdr-1	protein_coding
WBGene00000445	ceh-22	protein_coding
WBGene00000447	ceh-24	protein_coding
WBGene00000449	ceh-27	protein_coding
WBGene00000453	ceh-32	protein_coding
WBGene00000454	ceh-33	protein_coding
WBGene00000455	ceh-34	protein_coding
WBGene00000477	cft-1	protein_coding
WBGene00000478	cfz-2	protein_coding
WBGene00000480	cgp-1	protein_coding
WBGene00000488	che-7	protein_coding
WBGene00000490	che-11	protein_coding
WBGene00000491	che-12	protein_coding
WBGene00000498	chk-1	protein_coding
WBGene00000499	chk-2	protein_coding
WBGene00000514	ckb-4	protein_coding
WBGene00000521	cky-1	protein_coding
WBGene00000533	clh-6	protein_coding
WBGene00000534	cpi-2	protein_coding
WBGene00000539	cln-3.1	protein_coding
WBGene00000541	cln-3.3	protein_coding
WBGene00000552	cmd-1	protein_coding
WBGene00000554	cnb-1	protein_coding
WBGene00000555	cnc-1	protein_coding
WBGene00000556	cnc-2	protein_coding
WBGene00000557	cnc-3	protein_coding
WBGene00000558	cnc-4	protein_coding
WBGene00000559	cnc-5	protein_coding
WBGene00000562	cng-1	protein_coding
WBGene00000592	coh-3	protein_coding
WBGene00000599	col-10	protein_coding
WBGene00000601	col-12	protein_coding
WBGene00000602	col-13	protein_coding
WBGene00000614	col-37	protein_coding
WBGene00000620	col-43	protein_coding
WBGene00000712	col-139	protein_coding
WBGene00000713	col-140	protein_coding
WBGene00000714	col-141	protein_coding
WBGene00000715	col-142	protein_coding
WBGene00000716	col-143	protein_coding
WBGene00000717	col-144	protein_coding
WBGene00000718	col-145	protein_coding
WBGene00000719	col-146	protein_coding
WBGene00000720	col-147	protein_coding
WBGene00000721	col-148	protein_coding
WBGene00000722	col-149	protein_coding
WBGene00000723	col-150	protein_coding
WBGene00000724	col-151	protein_coding
WBGene00000725	col-152	protein_coding
WBGene00000726	col-153	protein_coding
WBGene00000727	col-154	protein_coding
WBGene00000728	col-155	protein_coding
WBGene00000729	col-156	protein_coding
WBGene00000730	col-157	protein_coding
WBGene00000731	col-158	protein_coding
WBGene00000732	col-159	protein_coding
WBGene00000733	col-160	protein_coding
WBGene00000734	col-161	protein_coding
WBGene00000735	col-162	protein_coding
WBGene00000736	col-163	protein_coding
WBGene00000766	coq-6	protein_coding
WBGene00000776	cpl-1	protein_coding
WBGene00000781	cpr-1	protein_coding
WBGene00000782	cpr-2	protein_coding
WBGene00000783	cpr-3	protein_coding
WBGene00000784	cpr-4	protein_coding
WBGene00000785	cpr-5	protein_coding
WBGene00000789	cpz-2	protein_coding
WBGene00000795	crn-2	protein_coding
WBGene00000802	crt-1	protein_coding
WBGene00000813	csn-1	protein_coding
WBGene00000838	cul-3	protein_coding
WBGene00000840	cul-5	protein_coding
WBGene00000859	cwp-1	protein_coding
WBGene00000860	cwp-2	protein_coding
WBGene00000861	cwp-3	protein_coding
WBGene00000862	cwp-4	protein_coding
WBGene00000868	cyb-3	protein_coding
WBGene00000876	cyl-1	protein_coding
WBGene00000877	cyn-1	protein_coding
WBGene00000879	cyn-3	protein_coding
WBGene00000883	cyn-7	protein_coding
WBGene00000893	cyn-17	protein_coding
WBGene00000907	daf-11	protein_coding
WBGene00000915	hsp-90	protein_coding
WBGene00000920	daf-28	protein_coding
WBGene00000936	dbl-1	protein_coding
WBGene00000940	dcs-1	protein_coding
WBGene00000951	deg-3	protein_coding
WBGene00000955	des-2	protein_coding
WBGene00000976	dhs-13	protein_coding
WBGene00000977	dhs-14	protein_coding
WBGene00000978	dhs-15	protein_coding
WBGene00000979	dhs-16	protein_coding
WBGene00000980	dhs-17	protein_coding
WBGene00000981	dhs-18	protein_coding
WBGene00000982	dhs-19	protein_coding
WBGene00000983	dhs-20	protein_coding
WBGene00000984	dhs-21	protein_coding
WBGene00000985	dhs-22	protein_coding
WBGene00000986	dhs-23	protein_coding
WBGene00000987	dhs-24	protein_coding
WBGene00001021	dnj-3	protein_coding
WBGene00001037	dnj-19	protein_coding
WBGene00001040	dnj-22	protein_coding
WBGene00001043	dnj-25	protein_coding
WBGene00001053	dop-2	protein_coding
WBGene00001054	dpf-1	protein_coding
WBGene00001062	dpr-1	protein_coding
WBGene00001073	dpy-11	protein_coding
WBGene00001080	dpy-21	protein_coding
WBGene00001088	dpy-30	protein_coding
WBGene00001089	dre-1	protein_coding
WBGene00001095	dars-2	protein_coding
WBGene00001109	dsl-7	protein_coding
WBGene00001110	duo-1	protein_coding
WBGene00001137	eat-6	protein_coding
WBGene00001150	ech-1.1	protein_coding
WBGene00001152	ech-3	protein_coding
WBGene00001161	efl-1	protein_coding
WBGene00001170	egl-1	protein_coding
WBGene00001171	egl-2	protein_coding
WBGene00001172	egl-3	protein_coding
WBGene00001177	egl-8	protein_coding
WBGene00001178	egl-9	protein_coding
WBGene00001179	egl-10	protein_coding
WBGene00001210	egl-46	protein_coding
WBGene00001211	egl-47	protein_coding
WBGene00001233	eif-3.K	protein_coding
WBGene00001248	elp-1	protein_coding
WBGene00001258	emb-4	protein_coding
WBGene00001303	sec-61.G	protein_coding
WBGene00001310	end-1	protein_coding
WBGene00001311	end-3	protein_coding
WBGene00001345	fos-1	protein_coding
WBGene00001374	exp-2	protein_coding
WBGene00001387	far-3	protein_coding
WBGene00001388	far-4	protein_coding
WBGene00001389	far-5	protein_coding
WBGene00001397	fat-5	protein_coding
WBGene00001399	fat-7	protein_coding
WBGene00001406	fce-2	protein_coding
WBGene00001423	fib-1	protein_coding
WBGene00001428	fkb-3	protein_coding
WBGene00001429	fkb-4	protein_coding
WBGene00001431	fkb-6	protein_coding
WBGene00001449	flp-6	protein_coding
WBGene00001464	flp-21	protein_coding
WBGene00001466	flr-2	protein_coding
WBGene00001475	fmi-1	protein_coding
WBGene00001479	fmo-4	protein_coding
WBGene00001480	fmo-5	protein_coding
WBGene00001482	fog-2	protein_coding
WBGene00001485	fre-1	protein_coding
WBGene00001493	frm-7	protein_coding
WBGene00001496	frm-10	protein_coding
WBGene00001500	ftn-1	protein_coding
WBGene00001506	fut-2	protein_coding
WBGene00001508	fut-8	protein_coding
WBGene00001513	gad-1	protein_coding
WBGene00001519	gar-3	protein_coding
WBGene00001526	gck-1	protein_coding
WBGene00001533	gcy-6	protein_coding
WBGene00001534	gcy-7	protein_coding
WBGene00001539	gcy-13	protein_coding
WBGene00001540	gcy-14	protein_coding
WBGene00001545	gcy-20	protein_coding
WBGene00001547	gcy-22	protein_coding
WBGene00001552	gcy-32	protein_coding
WBGene00001553	gcy-33	protein_coding
WBGene00001554	gcy-34	protein_coding
WBGene00001563	gei-6	protein_coding
WBGene00001564	icl-1	protein_coding
WBGene00001578	ges-1	protein_coding
WBGene00001581	gfi-1	protein_coding
WBGene00001591	glc-1	protein_coding
WBGene00001593	glc-3	protein_coding
WBGene00001616	glr-5	protein_coding
WBGene00001629	gly-4	protein_coding
WBGene00001632	gly-7	protein_coding
WBGene00001645	gly-20	protein_coding
WBGene00001646	gna-1	protein_coding
WBGene00001663	gpa-1	protein_coding
WBGene00001664	gpa-2	protein_coding
WBGene00001665	gpa-3	protein_coding
WBGene00001670	gpa-8	protein_coding
WBGene00001671	gpa-9	protein_coding
WBGene00001672	gpa-10	protein_coding
WBGene00001675	gpa-13	protein_coding
WBGene00001691	grd-2	protein_coding
WBGene00001694	grd-5	protein_coding
WBGene00001695	grd-6	protein_coding
WBGene00001697	grd-8	protein_coding
WBGene00001698	grd-9	protein_coding
WBGene00001700	grd-11	protein_coding
WBGene00001701	grd-12	protein_coding
WBGene00001710	grl-1	protein_coding
WBGene00001711	grl-2	protein_coding
WBGene00001712	grl-3	protein_coding
WBGene00001714	grl-5	protein_coding
WBGene00001716	grl-7	protein_coding
WBGene00001717	grl-8	protein_coding
WBGene00001718	grl-9	protein_coding
WBGene00001719	grl-10	protein_coding
WBGene00001721	grl-12	protein_coding
WBGene00001722	grl-13	protein_coding
WBGene00001723	grl-14	protein_coding
WBGene00001726	grl-17	protein_coding
WBGene00001727	grl-18	protein_coding
WBGene00001732	grl-23	protein_coding
WBGene00001736	grl-27	protein_coding
WBGene00001737	grl-28	protein_coding
WBGene00001738	grl-29	protein_coding
WBGene00001739	grl-30	protein_coding
WBGene00001747	gsp-1	protein_coding
WBGene00001758	gst-10	protein_coding
WBGene00001769	gst-21	protein_coding
WBGene00001770	gst-22	protein_coding
WBGene00001771	gst-23	protein_coding
WBGene00001781	gst-33	protein_coding
WBGene00001785	gst-37	protein_coding
WBGene00001786	gst-38	protein_coding
WBGene00001789	gst-41	protein_coding
WBGene00001792	gst-44	protein_coding
WBGene00001808	gut-2	protein_coding
WBGene00001813	haf-3	protein_coding
WBGene00001817	haf-7	protein_coding
WBGene00001829	hcp-1	protein_coding
WBGene00001830	hcp-2	protein_coding
WBGene00001834	hda-1	protein_coding
WBGene00001842	her-1	protein_coding
WBGene00001851	hif-1	protein_coding
WBGene00001852	hil-1	protein_coding
WBGene00001855	hil-4	protein_coding
WBGene00001857	hil-6	protein_coding
WBGene00001864	him-5	protein_coding
WBGene00001874	him-17	protein_coding
WBGene00001875	his-1	protein_coding
WBGene00001876	his-2	protein_coding
WBGene00001877	his-3	protein_coding
WBGene00001878	his-4	protein_coding
WBGene00001879	his-5	protein_coding
WBGene00001880	his-6	protein_coding
WBGene00001881	his-7	protein_coding
WBGene00001882	his-8	protein_coding
WBGene00001891	his-17	protein_coding
WBGene00001892	his-18	protein_coding
WBGene00001893	his-19	protein_coding
WBGene00001894	his-20	protein_coding
WBGene00001895	his-21	protein_coding
WBGene00001896	his-22	protein_coding
WBGene00001901	his-27	protein_coding
WBGene00001902	his-28	protein_coding
WBGene00001909	his-35	protein_coding
WBGene00001910	C50F4.6	protein_coding
WBGene00001911	his-37	protein_coding
WBGene00001913	his-39	protein_coding
WBGene00001915	his-41	protein_coding
WBGene00001923	his-49	protein_coding
WBGene00001924	his-50	protein_coding
WBGene00001925	his-51	protein_coding
WBGene00001926	his-52	protein_coding
WBGene00001927	his-53	protein_coding
WBGene00001928	his-54	protein_coding
WBGene00001954	hlh-10	protein_coding
WBGene00001978	hmp-1	protein_coding
WBGene00001986	hot-1	protein_coding
WBGene00001987	hot-2	protein_coding
WBGene00001991	hot-6	protein_coding
WBGene00002010	hsp-6	protein_coding
WBGene00002015	hsp-16.1	protein_coding
WBGene00002016	hsp-16.2	protein_coding
WBGene00002017	hsp-16.11	protein_coding
WBGene00002018	hsp-16.41	protein_coding
WBGene00002019	hsp-16.48	protein_coding
WBGene00002020	hsp-16.49	protein_coding
WBGene00002021	hsp-17	protein_coding
WBGene00002036	hum-2	protein_coding
WBGene00002055	ifc-1	protein_coding
WBGene00002061	ife-3	protein_coding
WBGene00002072	ima-1	protein_coding
WBGene00002078	xpo-1	protein_coding
WBGene00002093	ins-10	protein_coding
WBGene00002118	ins-35	protein_coding
WBGene00002132	inx-10	protein_coding
WBGene00002133	inx-11	protein_coding
WBGene00002148	gon-14	protein_coding
WBGene00002211	kin-30	protein_coding
WBGene00002215	klc-2	protein_coding
WBGene00002241	kup-1	protein_coding
WBGene00002246	lag-2	protein_coding
WBGene00002250	lap-2	protein_coding
WBGene00002256	lbp-4	protein_coding
WBGene00002259	lbp-7	protein_coding
WBGene00002260	lbp-8	protein_coding
WBGene00002263	lea-1	protein_coding
WBGene00002273	lec-10	protein_coding
WBGene00002632	let-413	protein_coding
WBGene00002637	let-418	protein_coding
WBGene00002985	lig-1	protein_coding
WBGene00003011	lin-25	protein_coding
WBGene00003025	lin-40	protein_coding
WBGene00003031	lin-46	protein_coding
WBGene00003057	lon-3	protein_coding
WBGene00003065	lpd-9	protein_coding
WBGene00003075	lrx-1	protein_coding
WBGene00003079	lsm-5	protein_coding
WBGene00003090	lys-1	protein_coding
WBGene00003091	lys-2	protein_coding
WBGene00003092	lys-3	protein_coding
WBGene00003096	lys-7	protein_coding
WBGene00003114	mab-23	protein_coding
WBGene00003143	max-1	protein_coding
WBGene00003155	mcm-3	protein_coding
WBGene00003159	mcm-7	protein_coding
WBGene00003160	mdf-1	protein_coding
WBGene00003164	mdt-6	protein_coding
WBGene00003165	mec-1	protein_coding
WBGene00003173	mec-9	protein_coding
