I	4359	5194	-	16995
I	5297	6036	-	16995
I	6328	9726	-	16995
I	9847	10094	-	16995
I	11562	11617	+	16994
I	11690	14950	+	16994
I	15161	16472	+	16994
I	16586	16701	+	16994
I	17959	18005	-	16996
I	18116	19014	-	16996
I	19242	20270	-	16996
I	20479	20847	-	16996
I	20965	21012	-	16996
I	21140	24650	-	16996
I	24846	24928	-	16996
I	25091	25272	-	16996
I	25473	26370	-	16996
I	26525	26589	-	16996
I	26682	26732	-	16996
I	26691	26732	-	16996
I	28406	29099	-	16997
I	29368	29768	-	16997
I	30425	31768	-	16997
I	32073	32411	-	16997
I	32543	33036	-	16997
I	43962	44029	+	16993
I	44235	44280	+	16993
I	44325	44371	+	16993
I	44469	44520	+	16993
I	47611	47695	+	17103
I	47859	48347	+	17103
I	48531	49250	+	17103
I	50017	50814	+	16882
I	51031	52282	+	16882
I	52411	52465	+	16882
I	52573	53265	+	16882
I	53338	53390	+	16882
I	53696	53943	+	16882
I	55451	55889	-	16883
I	56048	56123	-	16883
I	56294	56536	-	16883
I	56688	56871	-	16883
I	57054	57256	-	16883
I	57626	59044	-	16883
I	60237	61235	-	16883
I	62052	62773	-	16883
I	62975	63796	-	16883
I	63857	63903	-	16883
I	63973	64017	-	16883
I	71512	71846	+	14567
I	71933	72510	+	14567
I	72591	72646	+	14567
I	72898	72940	+	14567
I	73018	73604	+	14567
I	73767	74624	+	14567
I	74809	75170	+	14567
I	75491	75950	+	14567
I	76113	76948	+	14567
I	77154	77712	+	14567
I	77800	79312	+	14567
I	79448	80305	+	14567
I	80562	80813	+	14567
I	81273	81884	+	16887
I	81964	82015	+	16887
I	82138	82585	+	16887
I	82677	83180	+	16887
I	83421	84189	+	16887
I	84314	84387	+	16887
I	84568	84613	+	16887
I	84739	84835	+	16887
I	84986	86823	+	16887
I	85355	85440	-	16884
I	85622	86096	-	16884
I	86905	87033	+	16887
I	87224	87519	+	16887
I	87735	88267	+	16887
I	88501	88565	+	16887
I	88707	89371	+	16887
I	89585	90418	+	16887
I	91595	92522	+	16886
I	93137	93181	+	16881
I	93557	93608	+	16881
I	94016	94063	+	16881
I	94209	94268	+	16881
I	94569	94621	+	16881
I	94930	94975	-	17218
I	95119	95236	-	17218
I	96993	97599	-	16885
I	97961	98294	-	16885
I	99059	99628	-	16885
I	99790	100138	-	16885
I	100324	100394	-	16885
I	100339	100394	-	16885
I	100626	101504	-	16885
I	101734	102447	-	16885
I	103217	104439	-	16885
I	104714	105435	-	16885
I	105622	106015	-	16885
I	106335	106688	-	16885
I	106820	107355	-	16885
I	107549	107595	-	16885
I	109447	109491	-	14916
I	109784	109834	-	14916
I	109957	110004	-	14916
I	111066	111160	+	14935
I	111261	111509	+	14935
I	111708	111754	+	14935
I	111972	112018	+	14935
I	112268	112411	+	14935
I	112482	112526	+	16522
I	112653	112699	+	16522
I	112904	113238	+	16522
I	113383	113425	+	16522
I	113528	113595	+	16522
I	113864	114084	+	16521
I	114424	114543	+	16521
I	115916	116431	+	14538
I	116667	116718	+	14538
I	116975	117085	+	14538
I	118209	118552	+	14993
I	118954	119570	+	14993
I	119901	119945	+	14993
I	120186	120241	+	14993
I	120379	120487	+	14993
I	120711	120762	+	14993
I	127337	127384	+	14798
I	127437	128696	+	14798
I	128897	128944	+	14798
I	129125	129166	+	14798
I	129125	129175	+	14798
I	129334	132102	+	14798
I	132554	132611	+	14798
I	132694	133413	+	14798
I	134429	134505	+	16520
I	134582	135548	+	16520
I	135899	136234	+	16520
I	136713	137208	+	16520
I	137887	138016	+	16519
I	138144	138192	+	16519
I	138352	138392	+	16519
I	138783	138828	+	16519
I	139033	139079	+	16519
I	139332	139377	+	16519
I	139670	139768	+	16519
I	139983	140135	+	16519
I	140293	140370	+	16519
I	140497	140553	+	16519
I	140871	140915	+	16519
I	141214	141680	+	16519
I	141855	141899	+	16519
I	142024	142066	+	16519
I	142231	142277	+	16519
I	142478	142546	+	16519
I	142672	142728	+	16519
I	142940	143006	+	16519
I	143685	144264	+	16519
I	144397	144439	+	16519
I	144972	146390	+	17294
I	146749	146792	-	14495
I	146925	147053	-	14495
I	147732	147783	-	14495
I	147995	148098	-	14495
I	148224	149059	-	14495
I	149260	149302	-	14495
I	149473	149519	-	14495
I	149818	150390	-	14495
I	150689	150733	-	14495
I	151183	151226	-	14495
I	151384	151460	-	14495
I	151675	152068	-	14495
I	152361	152406	-	14495
I	152659	152705	-	14495
I	152910	152955	-	14495
I	153346	153394	-	14495
I	153554	153602	-	14495
I	153681	154758	-	14495
I	160547	160711	-	14908
I	161000	161596	-	14908
I	161890	162367	-	14908
I	162598	162644	-	14908
I	162718	163098	-	14908
I	163431	163499	-	14908
I	163609	163808	-	14908
I	164204	164676	-	14908
I	164766	164899	-	14908
I	165009	165376	-	14908
I	165488	165542	-	14908
I	165661	166001	-	14908
I	166105	166746	-	14908
I	166820	169648	-	14908
I	171369	173411	+	16556
I	173509	173560	+	16556
I	173726	173774	+	16556
I	174313	174604	+	16556
I	174833	174877	+	16556
I	175054	175096	+	16556
I	175242	175578	+	16556
I	175709	175754	+	16556
I	178621	180599	+	16555
I	180466	180599	+	16555
I	180699	181250	+	16555
I	181515	181662	+	16555
I	181768	181813	+	16555
I	182346	182393	-	16554
I	182501	182544	-	16554
I	182617	182671	-	16554
I	183457	183506	+	14489
I	183630	183724	+	14489
I	184210	189048	+	14489
I	189212	189644	+	14489
I	189964	190556	+	14489
I	191068	191177	+	14489
I	191300	191581	+	14489
I	191726	191778	+	14489
I	191859	192691	+	14489
I	193096	193588	+	14489
I	193935	194709	+	14489
I	194799	195019	+	14489
I	195216	195356	+	14489
I	195524	196082	+	14489
I	196334	197204	+	14489
I	197654	197958	+	14489
I	198074	200046	+	14489
I	200504	201302	+	14489
I	201694	202123	+	14489
I	202448	203066	+	14489
I	203359	204261	+	14489
I	204686	205073	+	14489
I	205219	205299	+	14489
I	205598	206419	+	14489
I	206592	206692	+	14489
I	206782	207060	+	14489
I	207312	207703	+	14489
I	209551	209957	+	16877
I	210101	210151	+	16877
I	210330	211069	+	16877
I	211177	211256	+	16877
I	211385	211494	+	16877
I	218206	218771	+	17285
I	232194	232682	-	17333
I	233419	233465	-	16879
I	233574	233625	-	16879
I	233734	233782	-	16879
I	233984	234028	-	16879
I	233984	236252	-	16879
I	236445	236519	-	16879
I	236667	237530	-	16879
I	252184	252235	+	16878
I	252371	252423	+	16878
I	253054	253301	+	16878
I	253470	253707	+	16878
I	253804	253945	+	16878
I	254803	254975	-	16880
I	255080	255194	-	16880
I	255326	255369	-	16880
I	255447	255817	-	16880
I	255961	256315	-	16880
I	256644	257417	-	16880
I	257662	258020	-	16880
I	258359	258547	-	16880
I	258684	259106	-	16880
I	280207	280310	+	16384
I	280432	283518	+	16384
I	283650	284308	+	16384
I	284539	285007	+	16384
I	285212	285557	+	16384
I	285639	285834	+	16384
I	286421	286873	-	16385
I	286421	287508	-	16385
I	286998	287508	-	16385
I	288004	288557	-	16385
I	288645	288749	-	16385
I	288903	288972	-	16385
I	291308	295791	+	16383
I	295421	295791	+	16383
I	295851	302594	+	16383
I	301235	302594	+	16383
I	302705	302760	+	16383
I	302831	303202	+	16383
I	303729	303787	+	16383
I	303910	304092	+	16383
I	304256	304927	+	16383
I	306089	306289	-	16386
I	306609	307090	-	16386
I	307815	308570	-	16386
I	308792	309204	-	16386
I	309435	309541	-	16386
I	309762	310761	-	16386
I	311577	311633	-	14710
I	311785	311835	-	14710
I	312879	312925	-	14710
I	313843	313887	-	14710
I	314103	314153	-	14710
I	314775	314822	-	14710
I	319129	319737	-	14711
I	320418	321074	-	14711
I	322389	322784	-	14711
I	323094	323142	-	14711
I	323935	323978	+	16875
I	324241	324288	+	16875
I	324654	325298	+	16875
I	326049	326958	+	16875
I	327246	327846	+	16875
I	327980	330110	+	16875
