Feature
1,WBGene00008244
2,WBGene00010170
3,WBGene00010206
4,WBGene00010934
5,WBGene00017564
6,WBGene00007294
7,WBGene00044092
8,WBGene00005304
9,WBGene00000744
10,WBGene00194931
11,WBGene00009568
12,WBGene00195056
13,WBGene00005489
14,WBGene00005897
15,WBGene00011954
16,WBGene00077546
17,WBGene00006011
18,WBGene00010939
19,WBGene00013473
20,WBGene00005581
21,WBGene00016940
22,WBGene00005513
23,WBGene00044244
24,WBGene00005688
25,WBGene00020452
26,WBGene00305095
27,WBGene00003449
28,WBGene00010103
29,WBGene00005335
30,WBGene00003465
31,WBGene00010246
32,WBGene00012873
33,WBGene00005340
34,WBGene00016279
35,WBGene00006182
36,WBGene00020121
37,WBGene00005184
38,WBGene00019709
39,WBGene00012318
40,WBGene00010017
41,WBGene00019563
42,WBGene00194704
43,WBGene00009391
44,WBGene00019594
45,WBGene00005579
46,WBGene00022726
47,WBGene00013394
48,WBGene00044242
49,WBGene00005740
50,WBGene00010021
51,WBGene00023425
52,WBGene00044133
53,WBGene00005631
54,WBGene00008928
55,WBGene00011134
56,WBGene00020616
57,WBGene00022674
58,WBGene00001641
59,WBGene00004177
60,WBGene00195048
61,WBGene00011159
62,WBGene00255546
63,WBGene00005135
64,WBGene00007209
65,WBGene00019675
66,WBGene00005458
67,WBGene00005188
68,WBGene00007356
69,WBGene00020021
70,WBGene00010547
71,WBGene00009520
72,WBGene00005837
73,WBGene00018205
74,WBGene00008649
75,WBGene00022005
76,WBGene00012502
77,WBGene00005810
78,WBGene00002015
79,WBGene00005419
80,WBGene00012027
81,WBGene00005741
82,WBGene00019604
83,WBGene00012596
84,WBGene00016850
85,WBGene00011187
86,WBGene00044673
87,WBGene00138716
88,WBGene00044201
89,WBGene00044435
90,WBGene00305104
91,WBGene00006144
92,WBGene00044218
93,WBGene00009431
94,WBGene00202512
95,WBGene00008792
96,WBGene00010786
97,WBGene00009761
98,WBGene00021951
99,WBGene00012729
100,WBGene00008590
101,WBGene00012634
102,WBGene00005969
103,WBGene00009549
104,WBGene00271803
105,WBGene00019590
106,WBGene00195158
107,WBGene00044478
108,WBGene00009609
109,WBGene00019096
110,WBGene00015835
111,WBGene00001158
112,WBGene00022445
113,WBGene00012913
114,WBGene00019225
115,WBGene00164971
116,WBGene00044312
117,WBGene00020639
118,WBGene00008015
119,WBGene00006160
120,WBGene00012849
121,WBGene00305018
122,WBGene00009252
123,WBGene00011943
124,WBGene00018792
125,WBGene00077548
126,WBGene00009215
127,WBGene00019534
128,WBGene00011670
129,WBGene00005592
130,WBGene00044141
131,WBGene00271567
132,WBGene00271701
133,WBGene00219460
134,WBGene00016527
135,WBGene00018839
136,WBGene00010136
137,WBGene00016954
138,WBGene00015080
139,WBGene00019740
140,WBGene00010523
141,WBGene00022685
142,WBGene00020635
143,WBGene00008259
144,WBGene00012720
145,WBGene00235254
146,WBGene00018428
147,WBGene00016870
148,WBGene00019548
149,WBGene00019931
150,WBGene00005809
151,WBGene00012213
152,WBGene00011902
153,WBGene00011563
154,WBGene00219235
155,WBGene00009807
156,WBGene00011951
157,WBGene00019502
158,WBGene00012251
159,WBGene00189952
160,WBGene00019735
161,WBGene00022849
162,WBGene00044799
163,WBGene00014154
164,WBGene00015089
165,WBGene00009709
166,WBGene00000190
167,WBGene00008734
168,WBGene00000608
169,WBGene00020276
170,WBGene00219434
171,WBGene00015421
172,WBGene00019094
173,WBGene00000598
174,WBGene00219330
175,WBGene00022729
176,WBGene00013091
177,WBGene00005512
178,WBGene00007613
179,WBGene00016519
180,WBGene00016212
181,WBGene00013107
182,WBGene00003698
183,WBGene00018279
184,WBGene00011519
185,WBGene00006249
186,WBGene00269434
187,WBGene00018053
188,WBGene00013052
189,WBGene00016612
190,WBGene00008858
191,WBGene00017528
192,WBGene00013101
193,WBGene00005202
194,WBGene00018496
195,WBGene00206377
196,WBGene00009393
197,WBGene00000706
198,WBGene00005241
199,WBGene00013474
200,WBGene00018447
201,WBGene00014914
202,WBGene00271437
203,WBGene00019562
204,WBGene00004026
205,WBGene00016756
206,WBGene00021500
207,WBGene00012357
208,WBGene00005582
209,WBGene00017785
210,WBGene00018083
211,WBGene00009863
212,WBGene00022352
213,WBGene00018229
214,WBGene00235333
215,WBGene00018471
216,WBGene00009513
217,WBGene00021090
218,WBGene00006022
219,WBGene00010874
220,WBGene00018805
221,WBGene00006001
222,WBGene00007763
223,WBGene00005082
224,WBGene00007729
225,WBGene00022090
226,WBGene00009836
227,WBGene00016350
228,WBGene00008001
229,WBGene00019215
230,WBGene00008566
231,WBGene00007601
232,WBGene00005882
233,WBGene00044152
234,WBGene00010577
235,WBGene00008293
236,WBGene00000252
237,WBGene00005518
238,WBGene00022710
239,WBGene00017141
240,WBGene00008594
241,WBGene00015982
242,WBGene00010127
243,WBGene00005476
244,WBGene00007322
245,WBGene00219413
246,WBGene00011252
247,WBGene00015886
248,WBGene00008917
249,WBGene00011610
250,WBGene00000930
251,WBGene00015489
252,WBGene00271657
253,WBGene00255702
254,WBGene00006598
255,WBGene00022133
256,WBGene00009856
257,WBGene00015456
258,WBGene00044988
259,WBGene00045265
260,WBGene00194852
261,WBGene00020150
262,WBGene00003095
263,WBGene00007049
264,WBGene00004811
265,WBGene00302984
266,WBGene00008659
267,WBGene00017024
268,WBGene00016502
269,WBGene00011062
270,WBGene00005640
271,WBGene00050893
272,WBGene00018094
273,WBGene00014135
274,WBGene00013306
275,WBGene00022581
276,WBGene00004742
277,WBGene00005953
278,WBGene00017668
279,WBGene00020889
280,WBGene00012959
281,WBGene00012521
282,WBGene00015838
283,WBGene00015796
284,WBGene00044633
285,WBGene00012537
286,WBGene00005823
287,WBGene00019769
288,WBGene00206512
289,WBGene00015816
290,WBGene00006193
291,WBGene00219271
292,WBGene00006258
293,WBGene00008246
294,WBGene00020305
295,WBGene00012025
296,WBGene00000012
297,WBGene00008778
298,WBGene00016274
299,WBGene00010238
300,WBGene00018200
301,WBGene00011937
302,WBGene00005686
303,WBGene00016227
304,WBGene00268216
305,WBGene00008835
306,WBGene00008493
307,WBGene00021875
308,WBGene00020057
309,WBGene00044363
310,WBGene00012026
311,WBGene00005976
312,WBGene00001107
313,WBGene00018552
314,WBGene00006256
315,WBGene00284867
316,WBGene00045271
317,WBGene00001789
318,WBGene00010843
319,WBGene00010451
320,WBGene00006056
321,WBGene00008949
322,WBGene00006175
323,WBGene00013299
324,WBGene00044683
325,WBGene00019140
326,WBGene00020176
327,WBGene00005055
328,WBGene00012780
329,WBGene00019046
330,WBGene00017188
331,WBGene00045510
332,WBGene00019197
333,WBGene00005548
334,WBGene00009852
335,WBGene00007788
336,WBGene00005120
337,WBGene00013999
338,WBGene00194660
339,WBGene00164968
340,WBGene00011009
341,WBGene00016434
342,WBGene00206473
343,WBGene00007415
344,WBGene00012022
345,WBGene00018385
346,WBGene00003608
347,WBGene00022807
348,WBGene00015110
349,WBGene00194914
350,WBGene00015190
351,WBGene00012582
352,WBGene00007501
353,WBGene00019857
354,WBGene00021154
355,WBGene00010750
356,WBGene00008289
357,WBGene00044048
358,WBGene00020817
359,WBGene00012571
360,WBGene00018921
361,WBGene00017259
362,WBGene00018455
363,WBGene00009070
364,WBGene00010062
365,WBGene00302976
366,WBGene00002193
367,WBGene00008137
368,WBGene00007201
369,WBGene00014002
370,WBGene00008105
371,WBGene00206392
372,WBGene00010880
373,WBGene00010447
374,WBGene00020793
375,WBGene00022246
376,WBGene00017093
377,WBGene00005844
378,WBGene00219218
379,WBGene00017594
380,WBGene00020468
381,WBGene00010218
382,WBGene00012480
383,WBGene00009979
384,WBGene00018661
385,WBGene00019483
386,WBGene00006122
387,WBGene00012308
388,WBGene00194661
389,WBGene00303421
390,WBGene00009805
391,WBGene00018034
392,WBGene00015851
393,WBGene00015532
394,WBGene00044911
395,WBGene00022551
396,WBGene00019146
397,WBGene00007644
398,WBGene00269387
399,WBGene00010501
400,WBGene00005703
401,WBGene00050916
402,WBGene00012700
403,WBGene00044658
404,WBGene00235110
405,WBGene00043952
406,WBGene00077495
407,WBGene00010194
408,WBGene00017654
409,WBGene00077663
410,WBGene00017059
411,WBGene00045245
412,WBGene00009522
413,WBGene00001414
414,WBGene00001756
415,WBGene00050911
416,WBGene00007360
417,WBGene00002227
418,WBGene00012212
419,WBGene00016356
420,WBGene00009417
421,WBGene00022873
422,WBGene00021262
423,WBGene00003579
424,WBGene00012969
425,WBGene00009044
426,WBGene00015946
427,WBGene00194699
428,WBGene00019070
429,WBGene00008883
430,WBGene00021291
431,WBGene00022326
432,WBGene00021582
433,WBGene00008155
434,WBGene00014041
435,WBGene00007937
436,WBGene00022157
437,WBGene00005216
438,WBGene00001998
439,WBGene00015361
440,WBGene00304822
441,WBGene00013192
442,WBGene00019541
443,WBGene00015065
444,WBGene00005395
445,WBGene00003701
446,WBGene00206520
447,WBGene00022236
448,WBGene00016336
449,WBGene00022570
450,WBGene00006004
451,WBGene00000498
452,WBGene00020327
453,WBGene00044167
454,WBGene00005574
455,WBGene00015576
456,WBGene00013741
457,WBGene00016056
458,WBGene00021485
459,WBGene00001782
460,WBGene00013724
461,WBGene00022594
462,WBGene00005661
463,WBGene00022331
464,WBGene00194742
465,WBGene00022316
466,WBGene00009171
467,WBGene00006484
468,WBGene00006449
469,WBGene00013903
470,WBGene00008394
471,WBGene00018707
472,WBGene00006225
473,WBGene00011591
474,WBGene00194646
475,WBGene00008523
476,WBGene00010623
477,WBGene00010343
478,WBGene00013611
479,WBGene00044030
480,WBGene00011008
481,WBGene00044378
482,WBGene00015668
483,WBGene00050957
484,WBGene00015259
485,WBGene00017822
486,WBGene00271817
487,WBGene00005908
488,WBGene00014037
489,WBGene00012830
490,WBGene00008593
491,WBGene00004398
492,WBGene00009026
493,WBGene00043059
494,WBGene00012269
495,WBGene00005324
496,WBGene00013141
497,WBGene00022867
498,WBGene00021518
499,WBGene00012518
500,WBGene00009775
501,WBGene00017905
502,WBGene00022101
503,WBGene00270318
504,WBGene00009154
505,WBGene00013041
506,WBGene00019423
507,WBGene00016882
508,WBGene00012449
509,WBGene00013933
510,WBGene00015873
511,WBGene00015351
512,WBGene00015889
513,WBGene00005447
514,WBGene00022604
515,WBGene00044292
516,WBGene00022016
517,WBGene00019425
518,WBGene00009480
519,WBGene00013424
520,WBGene00219476
521,WBGene00219394
522,WBGene00022569
523,WBGene00018383
524,WBGene00013951
525,WBGene00304786
526,WBGene00010715
527,WBGene00010032
528,WBGene00022071
529,WBGene00005002
530,WBGene00020003
531,WBGene00000169
532,WBGene00000525
533,WBGene00008044
534,WBGene00021720
535,WBGene00012252
536,WBGene00009815
537,WBGene00018901
538,WBGene00003094
539,WBGene00195185
540,WBGene00014132
541,WBGene00005748
542,WBGene00015696
543,WBGene00019826
544,WBGene00011649
545,WBGene00013556
