Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
WBGene00000003,aat-2,0.015086023972914947,-1.558441516171845,0.33678432809398295,0.036714162761786386,1.558441516171845,0.33678432809398295
WBGene00000007,aat-6,0.043462116683874015,-0.05396893331105623,1,0.036714162761786386,0.05396893331105623,1
WBGene00000015,abf-4,0.0028735283757933233,-1.492853174544269,1,0,1.492853174544269,1
WBGene00000022,abt-4,0.15660729648073612,0.9387862920717049,0.5272738640154585,0.07342832552357277,-0.9387862920717049,0.5272738640154585
WBGene00000024,abu-1,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000030,abu-7,0.0014367641878966617,-2.3408500810992194,1,0,2.3408500810992194,1
WBGene00000031,abu-8,0.0014367641878966617,-2.3408500810992194,1,0,2.3408500810992194,1
WBGene00000054,acr-15,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00000055,acr-16,0.0007183820939483308,-4.077815675265425,0.33678432809398295,0.009178540690446596,4.077815675265425,0.33678432809398295
WBGene00000056,acr-17,0.001795955234870827,-3.662778175986581,0.21087071563794266,0.018357081380893193,3.662778175986581,0.21087071563794266
WBGene00000057,acr-18,0.0003591910469741654,-4.662778175986581,0.2590937445743239,0.009178540690446596,4.662778175986581,0.2590937445743239
WBGene00000062,acr-23,0.0032327194227674888,-1.3408500810992194,1,0,1.3408500810992194,1
WBGene00000063,act-1,0.19971022211763595,-2.507028943308636,0.00002551646729676412,1.138139045615378,2.507028943308636,0.00002551646729676412
WBGene00000064,act-2,0.21120433562080926,-1.2155418543195888,0.07766728189332843,0.4864626565936696,1.2155418543195888,0.07766728189332843
WBGene00000065,act-3,0.2553848343986316,-2.045025740147755,0.0004174404048229181,1.0555321794013586,2.045025740147755,0.0004174404048229181
WBGene00000069,acy-2,0.00395110151671582,-3.077815675265425,0.1730628104344188,0.02753562207133979,3.077815675265425,0.1730628104344188
WBGene00000071,acy-4,0.16379111742021943,0.26638158346297036,1,0.12849956966625234,-0.26638158346297036,1
WBGene00000073,add-2,0.37715059932287365,2.5674138559179935,0.012348598253667978,0.05507124414267958,-2.5674138559179935,0.012348598253667978
WBGene00000097,aip-1,0.35452156336350127,1.9636609607107347,0.09794017700083016,0.08260686621401937,-1.9636609607107347,0.09794017700083016
WBGene00000098,air-1,0.07722607509944555,1.0921093261768875,0.5082398954587831,0.02753562207133979,-1.0921093261768875,0.5082398954587831
WBGene00000102,akt-1,0.33297010054505133,0.6102403184198348,0.7650356480848739,0.21110643588027173,-0.6102403184198348,0.7650356480848739
WBGene00000110,alh-4,0.4658707879254925,1.9788567738714657,0.04020711380176041,0.11014248828535916,-1.9788567738714657,0.04020711380176041
WBGene00000111,alh-5,0.1422396546017695,1.6482889262690148,0.1831671740979747,0.036714162761786386,-1.6482889262690148,0.1831671740979747
WBGene00000139,amx-3,0.17169332045365107,0.6561411690284431,0.787890691145004,0.10096394759491256,-0.6561411690284431,0.787890691145004
WBGene00000142,aos-1,0.056033803327969804,0.6318425729050459,0.8691437943829701,0.02753562207133979,-0.6318425729050459,0.8691437943829701
WBGene00000144,apc-10,0.014367641878966615,-1.3052261713684974,0.5463133551440723,0.02753562207133979,1.3052261713684974,0.5463133551440723
WBGene00000146,ape-1,0.37750979036984783,-0.08329080533157551,1,0.39467724968920365,0.08329080533157551,1
WBGene00000159,aps-1,0.25466645230468327,1.2239345376843074,0.277334230084614,0.10096394759491256,-1.2239345376843074,0.277334230084614
WBGene00000168,apx-1,0.09985511105881797,0.2914181344002942,1,0.07342832552357277,-0.2914181344002942,1
WBGene00000172,aqp-4,3.3210804203231334,1.654010502190279,0.0660115743449563,1.0555321794013586,-1.654010502190279,0.0660115743449563
WBGene00000173,aqp-5,0.009338967221328301,-1.492853174544269,0.6185049062832023,0.018357081380893193,1.492853174544269,0.6185049062832023
WBGene00000174,aqp-6,0.014367641878966615,-1.3052261713684974,0.5412304231367879,0.02753562207133979,1.3052261713684974,0.5412304231367879
WBGene00000200,arx-2,0.2948958495657898,1.69828831280774,0.10292792254194015,0.08260686621401937,-1.69828831280774,0.10292792254194015
WBGene00000214,asp-1,20.737535906006464,1.9017149429825277,0.031984930844205846,5.589731280481978,-1.9017149429825277,0.031984930844205846
WBGene00000215,asp-2,3.2452911094115846,2.1749096312294007,0.01614978566683907,0.7159261738548345,-2.1749096312294007,0.01614978566683907
WBGene00000218,asp-5,4.6658917001944085,2.1198036426860325,0.018579383245314746,1.0738892607822519,-2.1198036426860325,0.018579383245314746
WBGene00000219,asp-6,4.839021784835956,2.8455519658851984,0.0035534162846951097,0.6700334704026015,-2.8455519658851984,0.0035534162846951097
WBGene00000226,atl-1,0.08584666022682554,-0.4563272985191542,0.7702717053002314,0.11014248828535916,0.4563272985191542,0.7702717053002314
WBGene00000228,atn-1,0.08333232289800638,-1.1205201262196622,0.22668664516056672,0.17439227311848535,1.1205201262196622,0.22668664516056672
WBGene00000233,avr-15,0.0010775731409224962,-2.662778175986581,1,0,2.662778175986581,1
WBGene00000244,bbs-8,0.002514337328819158,-2.662778175986581,0.540765022271006,0.009178540690446596,2.662778175986581,0.540765022271006
WBGene00000249,bir-1,0.1619951621853486,0.8354726915412449,0.6027891878944168,0.08260686621401937,-0.8354726915412449,0.6027891878944168
WBGene00000250,bir-2,0.014367641878966615,-0.3052261713684974,1,0.009178540690446596,0.3052261713684974,1
WBGene00000257,bmk-1,0.09985511105881797,0.1394150409552446,1,0.08260686621401937,-0.1394150409552446,1
WBGene00000285,cal-1,0.0075430119864574735,-2.78830905807044,0.04489402018743499,0.04589270345223298,2.78830905807044,0.04489402018743499
WBGene00000298,cat-4,0.013649259785018285,0.6226240428756675,1,0,-0.6226240428756675,1
WBGene00000302,cav-2,1.1389948099550784,2.1610439576597935,0.015311505855577933,0.2478205986420581,-2.1610439576597935,0.015311505855577933
WBGene00000373,cyp-14A5,0.01257168664409579,0.507146825455731,1,0,-0.507146825455731,1
WBGene00000387,cdc-25.2,0.1982734579297393,0.7479177761070344,0.6855947908552544,0.11014248828535916,-0.7479177761070344,0.6855947908552544
WBGene00000412,cdr-1,0.2772954882640557,1.4721148093009697,0.22668664516056672,0.09178540690446596,-1.4721148093009697,0.22668664516056672
WBGene00000445,ceh-22,0.0032327194227674888,-2.9258125818203755,0.3095731135231249,0.018357081380893193,2.9258125818203755,0.3095731135231249
WBGene00000447,ceh-24,0.007183820939483308,-3.077815675265424,0.11576520912875328,0.05507124414267958,3.077815675265424,0.11576520912875328
WBGene00000449,ceh-27,0.03053123899280406,-2.3239762625348224,0.1018935777073422,0.14685665104714554,2.3239762625348224,0.1018935777073422
WBGene00000453,ceh-32,0.02586175538213991,-1.2803085391641673,0.4300742070359609,0.05507124414267958,1.2803085391641673,0.4300742070359609
WBGene00000454,ceh-33,0.0007183820939483308,-7.165278516515764,0.0004069874983887452,0.14685665104714554,7.165278516515764,0.0004069874983887452
WBGene00000455,ceh-34,0.05387865704612481,-1.7463015315488635,0.10129838925756977,0.17439227311848535,1.7463015315488635,0.10129838925756977
WBGene00000477,cft-1,0.003591910469741654,-1.2033465573492839,1,0,1.2033465573492839,1
WBGene00000478,cfz-2,0.02262903595937242,-0.24774067670773725,1,0.018357081380893193,0.24774067670773725,1
WBGene00000480,cgp-1,0.22593116854675005,0.7295392467921795,0.6461608465976432,0.12849956966625234,-0.7295392467921795,0.6461608465976432
WBGene00000488,che-7,0.012212495597121623,-1.118457659762771,0.747132767227253,0.018357081380893193,1.118457659762771,0.747132767227253
WBGene00000490,che-11,0.0021551462818449924,-3.4403857546501335,0.1730628104344188,0.018357081380893193,3.4403857546501335,0.1730628104344188
WBGene00000491,che-12,0.0028735283757933233,-3.077815675265425,0.23952404724716367,0.018357081380893193,3.077815675265425,0.23952404724716367
WBGene00000498,chk-1,0.02586175538213991,-0.4729536171065636,1,0.02753562207133979,0.4729536171065636,1
WBGene00000499,chk-2,0.0003591910469741654,-4.662778175986581,0.2606446287053956,0.009178540690446596,4.662778175986581,0.2606446287053956
WBGene00000514,ckb-4,0.09051614383748968,1.3202153987077292,0.3858238059814257,0.02753562207133979,-1.3202153987077292,0.3858238059814257
WBGene00000521,cky-1,0.06716872578416894,0.30684817496990036,1,0.04589270345223298,-0.30684817496990036,1
WBGene00000533,clh-6,0.045617262965719,1.3372218240134188,0.43614312781753456,0.009178540690446596,-1.3372218240134188,0.43614312781753456
WBGene00000534,cpi-2,3.572154962158075,1.1992700249302832,0.19552612494780416,1.5603519173759215,-1.1992700249302832,0.19552612494780416
WBGene00000539,cln-3.1,0.09805915582394716,3.4352539069739456,0.028280580875797004,0,-3.4352539069739456,0.028280580875797004
WBGene00000541,cln-3.3,0.16343192637324525,1.3627569161205568,0.2565880282555391,0.05507124414267958,-1.3627569161205568,0.2565880282555391
WBGene00000552,cmd-1,1.4252700743934883,0.9342296663951684,0.38940681912944275,0.7434617959261743,-0.9342296663951684,0.38940681912944275
WBGene00000554,cnb-1,1.0567400601979946,1.650840285324864,0.06685924442500064,0.3304274648560775,-1.650840285324864,0.06685924442500064
WBGene00000556,cnc-2,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00000557,cnc-3,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000562,cng-1,0.011134922456199127,-0.6627781759865812,1,0.009178540690446596,0.6627781759865812,1
WBGene00000592,coh-3,0.004669483610664151,-1.8554232539289766,0.7849953172102127,0.009178540690446596,1.8554232539289766,0.7849953172102127
WBGene00000599,col-10,0.004669483610664151,-0.8554232539289766,1,0,0.8554232539289766,1
WBGene00000601,col-12,0.03520072260346821,0.9665784440930283,1,0.009178540690446596,-0.9665784440930283,1
WBGene00000602,col-13,0.003591910469741654,-1.2033465573492839,1,0,1.2033465573492839,1
WBGene00000714,col-141,0.0021551462818449924,-1.8554232539289774,1,0,1.8554232539289774,1
WBGene00000715,col-142,0.004310292563689985,-0.9623384578454885,1,0,0.9623384578454885,1
WBGene00000716,col-143,0.00395110151671582,-1.077815675265425,1,0,1.077815675265425,1
WBGene00000717,col-144,0.001795955234870827,-3.077815675265425,0.4574894158455385,0.009178540690446596,3.077815675265425,0.4574894158455385
WBGene00000718,col-145,0.005028674657638316,-1.7558875803780625,0.6808716310525978,0.009178540690446596,1.7558875803780625,0.6808716310525978
WBGene00000719,col-146,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000720,col-147,0.0028735283757933233,-1.492853174544269,1,0,1.492853174544269,1
WBGene00000721,col-148,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000723,col-150,0.0003591910469741654,-4.662778175986581,0.2587017798886914,0.009178540690446596,4.662778175986581,0.2587017798886914
WBGene00000724,col-151,0.0021551462818449924,-1.8554232539289774,1,0,1.8554232539289774,1
WBGene00000726,col-153,0.005747056751586647,-0.5753153347362421,1,0,0.5753153347362421,1
WBGene00000727,col-154,0,-8.470133098044185,0.00006481291675460409,0.11932102897580575,8.470133098044185,0.00006481291675460409
WBGene00000728,col-155,0.009698158268302465,0.14457674607102344,1,0,-0.14457674607102344,1
WBGene00000730,col-157,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00000731,col-158,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000734,col-161,0.0003591910469741654,-3.662778175986581,1,0,3.662778175986581,1
WBGene00000735,col-162,0.0007183820939483308,-3.077815675265425,1,0,3.077815675265425,1
WBGene00000766,coq-6,0.07004225415996225,1.9519316681286272,0.20398097618893604,0.009178540690446596,-1.9519316681286272,0.20398097618893604
WBGene00000776,cpl-1,8.071022825509496,0.9760149087834362,0.4086618672963438,4.130343310700969,-0.9760149087834362,0.4086618672963438
WBGene00000781,cpr-1,0.11350437084383627,1.6455608541528264,0.19415196213016953,0.02753562207133979,-1.6455608541528264,0.19415196213016953
WBGene00000783,cpr-3,0.29022636595512563,3.41225521572224,0.003586594768513319,0.018357081380893193,-3.41225521572224,0.003586594768513319
WBGene00000784,cpr-4,0.3494928887058629,2.4576448640381576,0.0824628064019837,0.05507124414267958,-2.4576448640381576,0.0824628064019837
WBGene00000785,cpr-5,0.6091880156681845,3.7440645786687208,0.00499488728165663,0.036714162761786386,-3.7440645786687208,0.00499488728165663
WBGene00000789,cpz-2,3.4349439822139436,1.7532653166674432,0.046965006017623365,1.0188180166395722,-1.7532653166674432,0.046965006017623365
WBGene00000795,crn-2,0.0664503436902206,0.5544525402340885,0.9442870648767789,0.036714162761786386,-0.5544525402340885,0.9442870648767789
WBGene00000802,crt-1,22.168912228198515,1.7408972611445797,0.04083690525974261,6.681977622645122,-1.7408972611445797,0.04083690525974261
WBGene00000813,csn-1,0.10344702152855964,0.9271850057929418,0.5839403622120598,0.04589270345223298,-0.9271850057929418,0.5839403622120598
WBGene00000838,cul-3,0.09985511105881797,1.1394150409552446,0.4384856240091674,0.036714162761786386,-1.1394150409552446,0.4384856240091674
WBGene00000840,cul-5,0.10308783048158547,-0.07781567526542466,1,0.10096394759491256,0.07781567526542466,1
WBGene00000862,cwp-4,0.01724117025475994,-2.0480683318713724,0.1218556868225939,0.06424978483312617,2.0480683318713724,0.1218556868225939
WBGene00000868,cyb-3,0.3954693427185561,2.8581678318634207,0.009385123550668454,0.04589270345223298,-2.8581678318634207,0.009385123550668454
WBGene00000876,cyl-1,0.21551462818449924,0.9834805040034484,0.4534270999302871,0.10096394759491256,-0.9834805040034484,0.4534270999302871
WBGene00000877,cyn-1,0.8591849843622036,1.9179703157771935,0.03432490607123931,0.22028497657071833,-1.9179703157771935,0.03432490607123931
WBGene00000879,cyn-3,0.9475459819178483,1.3106800365609275,0.16582954703211683,0.37632016830831044,-1.3106800365609275,0.16582954703211683
